Country Name,"Country Code","Series Name","Series Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]"
Latvia,"LVA","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.7868292682927","70.0324390243903","69.430487804878","69.8290243902439","71.0280487804878","70.7265853658537","70.7073170731707","70.3939024390244","70.0429268292683","69.7968292682927","69.8353658536586","70.1646341463415","69.8787804878049","69.8134146341464","69.7409756097561","68.9253658536585","69.0478048780488","69.1046341463415","68.9878048780488","68.4956097560976","68.8085365853659","68.7863414634146","69.3282926829268","69.1190243902439","69.1629268292683","69.2914634146342","70.6224390243903","70.6929268292683","70.6153658536585","70.1553658536586","69.2731707317073","69.0324390243903","68.3960975609756","66.7226829268293","65.6643902439025","66.3912195121951","68.7765853658537","69.3492682926829","69.0121951219512","69.7429268292683","70.3146341463415","70.7609756097561","70.9609756097561","71.2658536585366","72.0268292682927","71.3560975609756","70.8658536585366","71.019512195122","72.419512195122","73.0804878048781","73.4829268292683","73.5756097560976","73.7780487804878","73.9829268292683","74.1243902439024","74.4804878048781","74.580487804878","74.6804878048781",""
Lebanon,"LBN","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1234.24253137995","996.903906819888","1012.64388071035","1605.36860742889","1899.65162772638","2446.52995358809","2820.48784477723","3321.29632536572","3791.60551678699","4305.64294610046","4669.577802617","4640.37946051769","4491.63725889302","4422.38707627011","4579.45959271967","4576.39074592193","4627.65798755702","4573.53607313286","4632.3127074456","5217.47171835617","6134.13043009095","7371.10063894951","7756.74406876812","7703.38947185733","7985.85494092208","7923.851717266","7712.06284840621","7649.8326108624","7634.94654364282","7838.34338489943","8269.78767551923"
Lebanon,"LBN","Population, total","SP.POP.TOTL","1804941","1864619","1925297","1985001","2041229","2092375","2136617","2174738","2210772","2250447","2297434","2354047","2417836","2481943","2536778","2575749","2596406","2601740","2597205","2590902","2588929","2594302","2606139","2622072","2638054","2651995","2660872","2667960","2684675","2726440","2803044","2921706","3076132","3246126","3403357","3528380","3610665","3658424","3693520","3747766","3842778","3991001","4182205","4388375","4569378","4698763","4759753","4767344","4764741","4813026","4953061","5202343","5538634","5914621","6262410","6532678","6711121","6811873","6848925"
Lebanon,"LBN","Population, male","SP.POP.TOTL.MA.IN","907614","937883","968767","999254","1028063","1054351","1077138","1096799","1115412","1135935","1160234","1189601","1222698","1255578","1282737","1300439","1307197","1304805","1296813","1288411","1283459","1283772","1288663","1296479","1304491","1311150","1314793","1317253","1324442","1344423","1382351","1442071","1520408","1606874","1686617","1749450","1789582","1811462","1827360","1855025","1906500","1988485","2095135","2210851","2313344","2387694","2425202","2433687","2434579","2458409","2525773","2645203","2805902","2985533","3151878","3281459","3367554","3416949","3436141"
Lebanon,"LBN","Population, female","SP.POP.TOTL.FE.IN","897327","926736","956530","985747","1013166","1038024","1059479","1077939","1095360","1114512","1137200","1164446","1195138","1226365","1254041","1275310","1289209","1296935","1300392","1302491","1305470","1310530","1317476","1325593","1333563","1340845","1346079","1350707","1360233","1382017","1420693","1479635","1555724","1639252","1716740","1778930","1821083","1846962","1866160","1892741","1936278","2002516","2087070","2177524","2256034","2311069","2334551","2333657","2330162","2354617","2427288","2557140","2732732","2929088","3110532","3251219","3343567","3394924","3412784"
Lebanon,"LBN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","63.267","63.575","63.871","64.157","64.435","64.709","64.982","65.255","65.528","65.8","66.067","66.323","66.565","66.789","66.995","67.183","67.352","67.508","67.657","67.804","67.955","68.115","68.287","68.475","68.681","68.904","69.143","69.394","69.656","69.93","70.222","70.537","70.878","71.248","71.646","72.071","72.522","72.991","73.473","73.959","74.447","74.934","75.418","75.892","76.351","76.786","77.187","77.553","77.881","78.173","78.43","78.656","78.86","79.05","79.231","79.409","79.584","79.758",""
Lesotho,"LSO","GDP per capita (current US$)","NY.GDP.PCAP.CD","41.3000685726608","41.8568467378908","48.1618099086261","53.0880735876085","57.4696698368661","59.5018382423529","60.2030444265726","61.5842019714824","62.4638691294245","65.5791733311728","66.8061893931104","72.6592111716901","75.1241366119308","109.877571404965","133.417248226757","128.843508450021","123.713025440061","157.347662347128","210.685200961186","222.729613795949","321.999452698651","315.131622383261","246.400278245336","266.188377218013","223.642672367706","176.018253052927","204.177833018691","252.30291059241","288.406090314697","297.261422515935","350.06083916752","404.197089862276","466.274440448059","458.553558527452","471.841791435925","527.699837938563","489.131819298193","507.100465561661","464.806392518724","451.927157929932","436.488351988266","405.605313664166","382.190173495711","573.653767611567","753.380786823367","842.813053188004","904.603402216593","863.779631511433","884.962674751359","890.99638326859","1183.42152969065","1391.34143527683","1329.27497081723","1245.24791858887","1279.494446004","1219.17785261068","1119.71975778363","1232.78691893924","1324.282767995"
Lesotho,"LSO","Population, total","SP.POP.TOTL","837270","852890","869136","886057","903763","922306","941794","962273","983685","1005909","1028926","1052614","1077095","1102878","1130635","1160792","1193521","1228536","1265202","1302667","1340255","1377799","1415367","1452728","1489691","1526131","1561692","1596394","1630996","1666563","1703747","1742539","1782285","1822236","1861324","1898598","1934291","1968044","1997516","2019731","2032804","2035740","2029829","2018348","2005940","1996114","1989939","1986922","1987129","1990131","1995581","2003787","2014990","2028519","2043437","2059021","2075001","2091412","2108132"
Lesotho,"LSO","Population, male","SP.POP.TOTL.MA.IN","389601","395959","402495","409364","416796","424929","433898","443683","454078","464772","475583","486377","497296","508785","521485","535811","551958","569711","588550","607752","626776","645411","663792","682140","700827","720101","739901","760065","780629","801613","822933","844536","866152","887182","906880","924670","940471","954251","965483","973585","978279","979330","977157","972952","968385","964753","962519","961580","962017","963727","966619","970840","976467","983226","990724","998643","1006871","1015412","1024190"
Lesotho,"LSO","Population, female","SP.POP.TOTL.FE.IN","447669","456931","466641","476693","486967","497377","507896","518590","529607","541137","553343","566237","579799","594093","609150","624981","641563","658825","676652","694915","713479","732388","751575","770588","788864","806030","821791","836329","850367","864950","880814","898003","916133","935054","954444","973928","993820","1013793","1032033","1046146","1054525","1056410","1052672","1045396","1037555","1031361","1027420","1025342","1025112","1026404","1028962","1032947","1038523","1045293","1052713","1060378","1068130","1076000","1083942"
Lesotho,"LSO","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","46.602","47.089","47.501","47.829","48.08","48.264","48.401","48.522","48.656","48.822","49.037","49.309","49.634","50.006","50.426","50.896","51.418","51.985","52.582","53.196","53.807","54.396","54.949","55.462","55.931","56.395","56.905","57.48","58.098","58.708","59.206","59.464","59.394","58.944","58.112","56.902","55.351","53.584","51.75","49.971","48.405","47.195","46.394","46.021","46.078","46.521","47.266","48.171","49.112","50.014","50.826","51.53","52.158","52.738","53.268","53.745","54.174","54.568",""
Liberia,"LBR","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","306.832894733147","306.710355401471","306.473736986024","243.089340532418","286.064998942803","294.893036795442","336.11567425435","396.601761281558","478.399937913334","470.947619596855","513.445698620224","596.897081053795","657.936256349955","721.930055405248","721.182794835652","710.383857717515","714.623392230031","698.70176435511","674.209484710137"
Liberia,"LBR","Population, total","SP.POP.TOTL","1118657","1142302","1166648","1191802","1217901","1245102","1273464","1303035","1333978","1366502","1400730","1436738","1474567","1514366","1556290","1600452","1645836","1692140","1740914","1794248","1853001","1918826","1989483","2057227","2111671","2145754","2158429","2153316","2134097","2106431","2075912","2040139","2001624","1976699","1986493","2044661","2160478","2326202","2517481","2699712","2848456","2953927","3024729","3077058","3135651","3218116","3329211","3461911","3607860","3754133","3891356","4017443","4135659","4248334","4359505","4472230","4586788","4702228","4818977"
Liberia,"LBR","Population, male","SP.POP.TOTL.MA.IN","567274","578132","589351","601013","613209","626029","639513","653675","668586","684330","700959","718492","736966","756451","777016","798728","821069","843889","867966","894350","923463","956147","991267","1024959","1052015","1068899","1075105","1072438","1062727","1048785","1033396","1015351","995920","983352","988277","1017605","1075989","1159535","1256016","1348070","1423399","1477103","1513492","1540680","1571072","1613472","1670274","1737946","1812282","1886815","1956834","2021296","2081838","2139619","2196656","2254481","2313213","2372386","2432209"
Liberia,"LBR","Population, female","SP.POP.TOTL.FE.IN","551383","564170","577297","590789","604692","619073","633951","649360","665392","682172","699771","718246","737601","757915","779274","801724","824767","848251","872948","899898","929538","962679","998216","1032268","1059656","1076855","1083324","1080878","1071370","1057646","1042516","1024788","1005704","993347","998216","1027056","1084489","1166667","1261465","1351642","1425057","1476824","1511237","1536378","1564579","1604644","1658937","1723965","1795578","1867318","1934522","1996147","2053821","2108715","2162849","2217749","2273575","2329842","2386768"
Liberia,"LBR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","34.671","34.941","35.257","35.626","36.049","36.52","37.03","37.564","38.113","38.674","39.254","39.867","40.522","41.217","41.943","42.686","43.431","44.156","44.838","45.458","45.996","46.435","46.778","47.032","47.206","47.298","47.309","47.26","47.189","47.138","47.183","47.406","47.839","48.475","49.283","50.163","50.984","51.641","52.082","52.314","52.423","52.543","52.814","53.323","54.084","55.052","56.136","57.207","58.167","58.977","59.631","60.155","60.615","61.066","61.527","62.007","62.505","63.006",""
Libya,"LBY","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6514.32150398511","7040.7809418662","7284.93438247872","6447.14463788716","5892.61761195035","5161.68334189342","5536.86826452386","5998.16161039528","5243.59048141382","6819.03311397953","7142.77445181509","6266.49097233061","3703.04830816852","4673.14391286115","5800.59796851498","8163.01077781973","9336.35666999496","11300.1913436773","14382.5762948433","10275.266564444","12064.7806924218","5554.1791642315","13025.2813934413","10363.7894894551","6466.91027014384","4337.91913919348","4038.9706833761","5792.06510994303","7235.02811502498"
Libya,"LBY","Population, total","SP.POP.TOTL","1448417","1498071","1550813","1607171","1667825","1733306","1803683","1878877","1958914","2043818","2133526","2228146","2327490","2430755","2536888","2645139","2754696","2865637","2979093","3096729","3219466","3347781","3480454","3614689","3746715","3873781","3994597","4109725","4220450","4328939","4436661","4544242","4650885","4755133","4854875","4948798","5036171","5118007","5196780","5275926","5357891","5443248","5531089","5620547","5710154","5798614","5886872","5974787","6058748","6133984","6197663","6247439","6285750","6320359","6362037","6418315","6492164","6580724","6678567"
Libya,"LBY","Population, male","SP.POP.TOTL.MA.IN","743197","768975","796286","825436","856831","890817","927409","966577","1008415","1053026","1100450","1150839","1204074","1259602","1316676","1374793","1433295","1492312","1553024","1617101","1685503","1758833","1836013","1914271","1989840","2060026","2123616","2181374","2234923","2286830","2338934","2391859","2444877","2496889","2546221","2591817","2633187","2671075","2707047","2743300","2781370","2821680","2863621","2906433","2948911","2990057","3030328","3069793","3106648","3138544","3164119","3182063","3193710","3203545","3217809","3240898","3274615","3317324","3365785"
Libya,"LBY","Population, female","SP.POP.TOTL.FE.IN","705220","729096","754527","781735","810994","842489","876274","912300","950499","990792","1033076","1077307","1123416","1171153","1220212","1270346","1321401","1373325","1426069","1479628","1533963","1588948","1644441","1700418","1756875","1813755","1870981","1928351","1985527","2042109","2097727","2152383","2206008","2258244","2308654","2356981","2402984","2446932","2489733","2532626","2576521","2621568","2667468","2714114","2761243","2808557","2856544","2904994","2952100","2995440","3033544","3065376","3092040","3116814","3144228","3177417","3217549","3263400","3312782"
Libya,"LBY","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","42.609","44.211","45.833","47.415","48.914","50.303","51.581","52.778","53.921","55.011","56.052","57.046","57.995","58.902","59.77","60.6","61.393","62.15","62.869","63.548","64.185","64.771","65.306","65.793","66.235","66.644","67.034","67.413","67.789","68.16","68.522","68.864","69.172","69.439","69.664","69.85","70","70.127","70.241","70.352","70.473","70.616","70.783","70.97","71.17","71.362","71.521","71.629","71.681","71.679","71.643","71.598","71.574","71.592","71.659","71.776","71.934","72.11",""
Liechtenstein,"LIE","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","4236.73143352991","4827.34849834058","5640.46431359638","7354.1023679927","8440.31329512548","10512.3081823176","11386.6482395488","12413.9510906324","17494.2212906419","19764.3532736787","20661.6142670642","19500.6742343564","19674.7939206401","19561.5405523388","18590.6700476059","19388.7054955979","28279.8783556161","37821.7245981781","41301.0654846444","39368.7270879983","49375.3252826544","50898.591251936","55195.679262985","55816.6636788553","64028.0755827749","78641.8845644053","79878.5648981493","72208.9346743391","76745.4223290707","81297.143491122","74853.938729354","74267.4864926848","79359.8046734863","89851.9771623056","100265.955125015","105414.442020548","114390.59973152","130655.636959737","143255.981619193","126082.492630969","141200.380010278","158156.599825792","149010.224898665","173058.317372602","178845.631017897","167290.939983907","165028.245029187","",""
Liechtenstein,"LIE","Population, total","SP.POP.TOTL","16493","16893","17289","17719","18168","18649","19152","19691","20235","20766","21266","21728","22151","22563","22983","23438","23931","24448","24975","25459","25879","26238","26536","26789","27036","27288","27559","27837","28129","28449","28789","29159","29553","29975","30426","30880","31348","31830","32311","32769","33184","33552","33879","34175","34452","34713","34970","35217","35471","35727","35994","36293","36615","36934","37223","37470","37658","37800","37910"
Liechtenstein,"LIE","Population, male","SP.POP.TOTL.MA.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liechtenstein,"LIE","Population, female","SP.POP.TOTL.FE.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Liechtenstein,"LIE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.4219512195122","77.390243902439","76.8365853658537","76.0463414634146","77.7463414634146","79.109756097561","76.8268292682927","79.2756097560976","79.6365853658537","79.9609756097561","81.7707317073171","80.6682926829268","80.9487804878049","81.2951219512195","82.6829268292683","81.5","81.8414634146342","81.7926829268293","82.3829268292683","82.2609756097561","82.0731707317073","82.6560975609756","82.2585365853659","82.2585365853659",""
Lithuania,"LTU","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2168.79609901209","2328.15380783134","2830.73753338088","3166.89564814117","3113.54642795619","3297.35470084107","3530.14733731891","4146.98792783931","5505.5356688311","6706.96699843928","7863.16200865166","9240.64254797441","12297.9153480396","14961.5681759187","11837.3910271086","11984.8685698823","14357.7352289471","14341.1816279932","15693.7867282599","16545.1226673996","14291.9064174959","14982.5330474739","16809.6482569674","19089.7075056564"
Lithuania,"LTU","Population, total","SP.POP.TOTL","2778550","2823550","2863350","2898950","2935200","2971450","3008050","3044400","3078850","3107321","3139689","3179041","3213622","3244438","3273894","3301652","3328664","3355036","3379514","3397842","3413202","3432947","3457179","3485192","3514205","3544543","3578914","3616367","3655049","3684255","3697838","3704134","3700114","3682613","3657144","3629102","3601613","3575137","3549331","3524238","3499536","3470818","3443067","3415213","3377075","3322528","3269909","3231294","3198231","3162916","3097282","3028115","2987773","2957689","2932367","2904910","2868231","2828403","2789533"
Lithuania,"LTU","Population, male","SP.POP.TOTL.MA.IN","1280906","1304460","1325784","1345223","1364877","1384349","1403773","1422892","1440940","1456010","1472737","1492565","1509979","1525473","1540179","1553961","1567281","1580205","1592170","1601226","1608895","1618650","1630516","1644222","1658530","1673615","1690815","1709598","1728886","1743328","1749804","1752186","1749101","1739186","1725251","1710003","1694964","1680310","1665913","1651822","1637904","1622163","1606951","1591687","1571499","1543482","1516118","1495079","1476717","1457813","1425740","1392985","1374292","1360879","1349839","1337724","1321192","1303100","1285383"
Lithuania,"LTU","Population, female","SP.POP.TOTL.FE.IN","1497644","1519090","1537566","1553727","1570323","1587101","1604277","1621508","1637910","1651311","1666952","1686476","1703643","1718965","1733715","1747691","1761383","1774831","1787344","1796616","1804307","1814297","1826663","1840970","1855675","1870928","1888099","1906769","1926163","1940927","1948034","1951948","1951013","1943427","1931893","1919099","1906649","1894827","1883418","1872416","1861632","1848655","1836116","1823526","1805576","1779046","1753791","1736215","1721514","1705103","1671542","1635130","1613481","1596810","1582528","1567186","1547039","1525303","1504150"
Lithuania,"LTU","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","69.8473170731707","70.1026829268293","69.0953658536585","70.2043902439024","71.5090243902439","71.3251219512195","71.520243902439","71.6039024390244","71.3136585365854","70.9285365853659","70.8043902439024","71.7353658536586","71.0246341463415","71.3321951219512","71.2441463414634","70.8673170731707","70.9580487804878","70.809512195122","70.6046341463415","70.4821951219512","70.4821951219512","70.4607317073171","70.8368292682927","70.7778048780488","70.32","70.5012195121951","72.0807317073171","71.9346341463415","71.7621951219512","71.4253658536585","71.1607317073171","70.3641463414634","70.2343902439025","68.9104878048781","68.530243902439","69.0063414634147","70.1080487804878","70.9090243902439","71.219512195122","71.5707317073171","72.0195121951219","71.6585365853659","71.7609756097561","72.0609756097561","71.9609756097561","71.2536585365854","71.0560975609756","70.9","71.8121951219512","72.9146341463415","73.2682926829268","73.5634146341464","73.8634146341464","73.9146341463415","74.5170731707317","74.3219512195122","74.6707317073171","74.6707317073171",""
Luxembourg,"LUX","GDP per capita (current US$)","NY.GDP.PCAP.CD","2242.0158166161","2222.36636636277","2311.79884893619","2441.03855530008","2755.63311653279","2780.09271886584","2900.43321843978","2909.66062936858","3175.36736882691","3658.90068296888","4449.54038678192","4591.74750313366","5680.12989532948","7709.72938687607","9282.80810887343","9008.02789044613","9825.23826640452","10855.9818571963","13493.8525825209","15740.2874970898","17113.842251689","14324.8919710957","13034.8116600784","12810.2188335898","12554.4171841488","12921.9584210817","18789.6570759228","23234.566578981","26108.3439636069","27556.3635885832","34645.1432443401","37007.4387468692","40965.7443180141","41479.0872043957","45481.8922019757","52831.2523660674","52571.9349918208","47042.3471077882","47584.4643916109","51654.4027951819","48735.995492187","48179.4208526047","52930.6411522641","65445.8850307407","75716.3510789884","80289.696409954","89739.7116961301","106018.492790674","114293.84332087","103198.669312625","104965.306078267","115761.507705096","106749.013622989","113625.13289956","118823.648368575","100428.367962681","101305.527723083","104498.738671031","114340.498741773"
Luxembourg,"LUX","Population, total","SP.POP.TOTL","313970","316845","320750","324100","327750","331500","333895","334995","335850","337500","339171","342421","346600","350450","355050","358950","360731","361358","362007","362856","364150","365225","365525","365622","365998","366706","368355","370750","373450","377100","381850","387000","392175","397475","402925","408625","414225","419450","424700","430475","436300","441525","446175","451630","458095","465158","472637","479993","488650","497783","506953","518347","530946","543360","556319","569604","582014","596336","607728"
Luxembourg,"LUX","Population, male","SP.POP.TOTL.MA.IN","155067","156217","158007","159605","161361","163126","164157","164522","164757","165431","166192","167817","169971","171990","174335","176250","177022","177147","177220","177374","177757","178028","177932","177776","177842","178180","179115","180524","182156","184248","186834","189550","192232","194938","197708","200623","203502","206212","208946","211911","214883","217532","219873","222621","225900","229542","233435","237321","241913","246819","251832","258046","264937","271759","278794","285878","292368","299699","305472"
Luxembourg,"LUX","Population, female","SP.POP.TOTL.FE.IN","158903","160628","162743","164495","166389","168374","169738","170473","171093","172069","172979","174604","176629","178460","180715","182700","183709","184211","184787","185482","186393","187197","187593","187846","188156","188526","189240","190226","191294","192852","195016","197450","199943","202537","205217","208002","210723","213238","215754","218564","221417","223993","226302","229009","232195","235616","239202","242672","246737","250964","255121","260301","266009","271601","277525","283726","289646","296637","302256"
Luxembourg,"LUX","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","68.4463902439024","68.7377317073171","68.9981219512195","69.2230731707317","69.4110487804878","69.5610243902439","69.6744634146341","69.7613414634146","69.8351463414634","69.9048536585366","69.9834634146341","70.0814390243902","70.2053170731707","70.3581707317073","70.5425609756098","70.7576097560976","70.998512195122","71.2562926829268","71.5224634146342","71.7944634146342","72.0726097560976","72.3576829268293","72.6534634146341","72.9588780487805","73.2719268292683","73.585756097561","73.8946097560976","74.193756097561","74.4803414634146","74.7524146341463","75.0104146341463","75.4634146341463","75.7707317073171","75.7121951219512","76.3707317073171","76.5121951219512","76.519512195122","76.880487804878","77.0170731707317","77.7707317073171","77.8731707317073","77.8243902439025","77.9658536585366","77.7268292682927","79.1219512195122","79.4317073170732","79.2878048780488","79.3829268292683","80.5390243902439","80.6365853658537","80.6317073170732","80.9878048780488","81.3926829268293","81.8","82.2292682926829","82.2926829268293","82.6853658536585","82.6853658536585",""
"Macao SAR, China","MAC","GDP per capita (current US$)","NY.GDP.PCAP.CD","","","","","","","","","","","","","","","","","","","","","","","4500.97998075868","4298.01963938788","4752.46822086973","4757.71799275004","5133.76974056456","6299.06863670173","7074.26634810489","8063.07626343327","9368.36863824419","10562.3381041305","13466.3827537919","15195.971383801","16585.1705199632","18147.3362428736","18106.3257178294","17967.4320297601","16460.2146236333","15513.4690077038","15710.0869270706","15552.9503784141","16315.3636307149","17808.9015073297","22446.33636543","25043.0189453563","29950.7731064328","36352.9184556869","40597.5574823323","40796.9618339517","52253.1553117325","66644.3853449773","76291.8474900231","89287.4540184115","93777.1067959425","75340.9869811152","73954.9567652342","81208.882074735","86355.407651836"
"Macao SAR, China","MAC","Population, total","SP.POP.TOTL","167791","170462","176183","184245","193561","203228","213192","223418","233000","240839","246194","248738","248767","246947","244285","241628","239075","236678","235171","235440","238071","243373","251158","260931","271918","283503","295591","308180","320773","332783","343808","353626","362311","370199","377798","385513","393373","401352","409616","418383","427782","437938","448821","460165","471597","482858","493799","504511","515239","526400","538219","550832","564039","577372","590208","602085","612836","622585","631636"
"Macao SAR, China","MAC","Population, male","SP.POP.TOTL.MA.IN","82457","84049","87201","91576","96661","102024","107650","113494","119004","123536","126626","128085","128075","127010","125497","124030","122701","121486","120724","120810","121995","124432","128028","132552","137611","142913","148408","154101","159742","165051","169832","173980","177534","180692","183722","186852","190120","193509","197067","200861","204913","209272","213936","218879","224040","229388","234877","240511","246284","252217","258285","264512","270837","277110","283141","288801","294022","298832","303352"
"Macao SAR, China","MAC","Population, female","SP.POP.TOTL.FE.IN","85334","86413","88982","92669","96900","101204","105542","109924","113996","117303","119568","120653","120692","119937","118788","117598","116374","115192","114447","114630","116076","118941","123130","128379","134307","140590","147183","154079","161031","167732","173976","179646","184777","189507","194076","198661","203253","207843","212549","217522","222869","228666","234885","241286","247557","253470","258922","264000","268955","274183","279934","286320","293202","300262","307067","313284","318814","323753","328284"
"Macao SAR, China","MAC","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","64.828","65.301","65.757","66.199","66.629","67.055","67.486","67.928","68.388","68.865","69.36","69.869","70.384","70.897","71.4","71.887","72.352","72.793","73.209","73.602","73.974","74.33","74.677","75.02","75.362","75.702","76.036","76.363","76.68","76.99","77.296","77.607","77.926","78.253","78.588","78.925","79.256","79.573","79.872","80.15","80.407","80.645","80.87","81.089","81.304","81.523","81.748","81.981","82.22","82.462","82.704","82.937","83.155","83.355","83.536","83.7","83.849","83.991",""
Madagascar,"MDG","GDP per capita (current US$)","NY.GDP.PCAP.CD","131.99303602155","133.847581549068","138.119849134424","138.407165710075","142.659339874214","144.484654967511","152.107820130995","157.476387051335","165.478455065697","165.011573016693","169.070560105029","177.498409996047","193.128554834597","231.436185504653","261.03534138606","302.149467628563","280.679038857192","294.933988153902","324.384495709068","408.937427733313","463.731466024124","400.705603052702","381.865801322053","369.472871424721","300.534090569938","283.985803389459","314.746051106988","240.955452416246","223.011276381555","221.682033013421","265.676118926057","222.15374431496","245.864316227243","265.934507379578","227.836905482236","234.494058207896","287.356559593887","247.129410232435","252.465205803687","243.252751462484","245.939065850803","278.555703176672","262.285948115462","316.799896490486","245.123587583262","274.819702299258","292.150728813718","377.848156721716","470.733159841242","415.689403429055","412.730934137725","454.963087350478","443.904749321728","461.720920533436","452.461543061501","402.088311769817","400.036275054268","448.400796541908","460.752780832755"
Madagascar,"MDG","Population, total","SP.POP.TOTL","5099373","5223568","5352503","5486319","5625164","5769218","5918595","6073526","6234465","6401921","6576305","6757850","6946620","7142627","7345780","7556026","7773449","7998164","8230218","8469672","8716553","8971345","9234129","9504281","9780872","10063495","10352120","10647754","10952395","11268658","11598633","11942819","12301336","12675460","13066543","13475400","13902688","14347854","14808791","15282521","15766806","16260932","16765117","17279141","17802997","18336724","18880269","19433530","19996473","20569117","21151640","21743967","22346641","22961253","23589887","24234088","24894380","25570540","26262368"
Madagascar,"MDG","Population, male","SP.POP.TOTL.MA.IN","2592807","2653463","2716488","2781962","2849969","2920602","2993916","3070025","3149136","3231473","3317225","3406503","3499338","3595741","3695689","3799158","3906188","4016842","4131136","4249099","4370752","4496335","4625884","4759077","4895432","5034746","5176996","5322707","5472828","5628628","5791123","5960571","6137057","6321287","6514029","6715767","6926847","7146999","7375228","7610082","7850485","8096108","8347054","8603151","8864316","9130494","9401629","9677690","9958741","10244895","10536295","10832939","11135051","11443320","11758681","12081795","12412897","12751876","13098658"
Madagascar,"MDG","Population, female","SP.POP.TOTL.FE.IN","2506566","2570105","2636015","2704357","2775195","2848616","2924679","3003501","3085329","3170448","3259080","3351347","3447282","3546886","3650091","3756868","3867261","3981322","4099082","4220573","4345801","4475010","4608245","4745204","4885440","5028749","5175124","5325047","5479567","5640030","5807510","5982248","6164279","6354173","6552514","6759633","6975841","7200855","7433563","7672439","7916321","8164824","8418063","8675990","8938681","9206230","9478640","9755840","10037732","10324222","10615345","10911028","11211590","11517933","11831206","12152293","12481483","12818664","13163710"
Madagascar,"MDG","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","39.962","40.444","40.924","41.401","41.876","42.351","42.828","43.31","43.796","44.283","44.771","45.257","45.735","46.203","46.656","47.094","47.517","47.926","48.317","48.683","49.005","49.26","49.442","49.56","49.634","49.694","49.781","49.932","50.176","50.53","51.003","51.595","52.278","53.022","53.808","54.616","55.43","56.239","57.028","57.782","58.485","59.129","59.717","60.256","60.752","61.212","61.65","62.079","62.509","62.944","63.388","63.836","64.28","64.713","65.133","65.539","65.932","66.312",""
