Country Name,"Country Code","Series Name","Series Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]"
Sudan,"SDN","Population, total","SP.POP.TOTL","7544491","7769482","8004121","8248812","8503994","8770097","9047798","9337657","9639840","9954410","10281700","10621472","10974622","11343926","11732958","12144135","12578407","13034625","13510421","14002303","14507468","15027248","15562125","16107620","16657959","17210187","17757491","18303435","18867560","19476647","20147590","20891441","21696244","22527834","23338464","24094747","24782383","25413917","26015521","26626520","27275015","27971082","28704778","29460519","30214193","30949516","31661823","32360621","33060837","33783788","34545013","35349681","36193783","37072550","37977655","38902950","39847440","40813396","41801533"
Sudan,"SDN","Population, male","SP.POP.TOTL.MA.IN","3768217","3880911","3998491","4121154","4249153","4382692","4522131","4667732","4819584","4977696","5142242","5313099","5490706","5676457","5872128","6078932","6297335","6526759","6766020","7013363","7267382","7528742","7797674","8071945","8348665","8626358","8901601","9176177","9459851","9766040","10103185","10476836","10880988","11298454","11705230","12084525","12428908","12744652","13045343","13351366","13677140","14028416","14399743","14781130","15157510","15518851","15861640","16191930","16520768","16863870","17232597","17630880","18055503","18501953","18962777","19432449","19909920","20396999","20894298"
Sudan,"SDN","Population, female","SP.POP.TOTL.FE.IN","3776274","3888571","4005630","4127658","4254841","4387405","4525667","4669925","4820256","4976714","5139458","5308373","5483916","5667469","5860830","6065203","6281072","6507866","6744401","6988940","7240086","7498506","7764451","8035675","8309294","8583829","8855890","9127258","9407709","9710607","10044405","10414605","10815256","11229380","11633234","12010222","12353475","12669265","12970178","13275154","13597875","13942666","14305035","14679389","15056683","15430665","15800183","16168691","16540069","16919918","17312416","17718801","18138280","18570597","19014878","19470501","19937520","20416397","20907235"
Sudan,"SDN","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","48.194","48.618","49.035","49.446","49.852","50.257","50.663","51.069","51.469","51.86","52.234","52.583","52.901","53.184","53.43","53.638","53.807","53.946","54.061","54.161","54.253","54.342","54.435","54.534","54.645","54.768","54.901","55.039","55.182","55.334","55.5","55.688","55.902","56.145","56.417","56.716","57.036","57.372","57.718","58.07","58.43","58.801","59.184","59.582","59.993","60.416","60.854","61.3","61.749","62.193","62.62","63.019","63.384","63.712","64.002","64.257","64.486","64.698",""
Suriname,"SUR","GDP per capita (current US$)","NY.GDP.PCAP.CD","346.161996171896","363.954635775017","382.204379802234","403.754483934771","419.645923751834","468.632195928691","562.902548512825","634.81562446068","676.903660075726","714.15801416489","747.150960370287","815.196784712217","847.904497604014","930.216625789567","1133.22476200483","1295.84161502787","1412.19657329314","1793.60787789487","2053.90129545182","2180.77131024642","2211.28785961243","2468.46391572237","2535.18785326388","2438.7483576058","2368.85612214963","2368.17691068202","2381.46148500561","2571.92871033522","2985.48913420815","1366.4580631351","958.614698100541","1084.97475817484","961.833331352296","1001.71648221469","1391.60096370631","1565.21202336887","1921.87971192646","2039.85480919762","2415.77884048705","1904.42471861882","2012.26028656387","1750.55837080141","2267.72106563212","2611.35608621247","3006.18932222207","3590.62661631518","5197.93992978573","5744.42477607187","6831.95632109552","7408.66767388863","8255.7968587048","8263.17292305383","9201.00878530056","9402.23313695562","9472.00759951427","8561.97417855142","5606.71207532403","5379.11941495353","5950.21394733953"
Suriname,"SUR","Population, total","SP.POP.TOTL","287871","295916","303895","311947","320270","328936","338158","347660","356550","363575","367931","369236","367907","364915","361667","359226","357953","357659","358099","358818","359519","360143","360920","362276","364733","368638","374140","381037","388881","397085","405168","413005","420655","428030","435105","441851","448213","454161","459831","465385","470949","476579","482235","487942","493679","499464","505295","511181","517123","523111","529131","535179","541245","547291","553273","559143","564888","570496","575991"
Suriname,"SUR","Population, male","SP.POP.TOTL.MA.IN","143946","147775","151606","155516","159598","163880","168472","173242","177740","181331","183616","184397","183878","182550","181115","180109","179702","179812","180295","180930","181575","182190","182885","183861","185332","187464","190316","193782","197680","201749","205779","209727","213599","217334","220875","224171","227187","229922","232487","235012","237599","240285","243045","245864","248708","251564","254429","257310","260209","263135","266084","269044","272020","274979","277907","280776","283571","286298","288959"
Suriname,"SUR","Population, female","SP.POP.TOTL.FE.IN","143925","148141","152289","156431","160672","165056","169686","174418","178810","182244","184315","184839","184029","182365","180552","179117","178251","177847","177804","177888","177944","177953","178035","178415","179401","181174","183824","187255","191201","195336","199389","203278","207056","210696","214230","217680","221026","224239","227344","230373","233350","236294","239190","242078","244971","247900","250866","253871","256914","259976","263047","266135","269225","272312","275366","278367","281317","284198","287032"
Suriname,"SUR","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","59.66","60.026","60.386","60.749","61.117","61.491","61.867","62.239","62.599","62.943","63.268","63.568","63.844","64.1","64.339","64.57","64.806","65.054","65.315","65.587","65.863","66.128","66.371","66.582","66.758","66.902","67.019","67.12","67.214","67.305","67.393","67.478","67.554","67.62","67.677","67.722","67.751","67.768","67.781","67.798","67.838","67.918","68.051","68.239","68.48","68.768","69.089","69.422","69.749","70.057","70.335","70.578","70.79","70.976","71.138","71.279","71.405","71.523",""
Sweden,"SWE","GDP per capita (current US$)","NY.GDP.PCAP.CD","1983.10654403097","2147.22931080409","2315.84652740222","2492.54534595494","2758.94346624034","3007.59797817136","3240.61103693285","3490.55033678895","3683.31369387653","3972.00274870609","4674.66207929958","5066.00342872016","5948.79587984972","7206.32391053864","7984.77259949169","9985.81534631843","10727.024330668","11299.8254114264","12456.4938484637","14683.810624863","16875.6176899978","15383.8583207716","13560.4113522286","12444.3641068271","12928.7771343643","13489.2340457495","17747.3259722956","21509.328122341","24215.8244007575","25328.6970835481","30196.0564643087","31409.2132478845","32374.679007513","24107.8374647791","25776.1558656641","29947.4611554876","32626.9519099727","29938.021359713","30191.5068120596","30614.2330297189","29323.2077637698","27010.4472396222","29618.6877698761","37008.5961375256","42491.9688607761","43134.716728808","46312.4883808364","53387.94062276","55814.0163915596","46256.2379366405","52132.9185271581","59666.0720198904","57197.1993076414","60347.6874885834","59241.6063787415","50832.5527092655","51617.5403524643","53253.4766411192","54111.9721723671"
Sweden,"SWE","Population, total","SP.POP.TOTL","7484656","7519998","7561588","7604328","7661354","7733853","7807797","7867931","7912273","7968072","8042801","8098334","8122300","8136312","8159955","8192437","8222286","8251540","8275599","8293678","8310531","8320503","8325263","8329033","8336605","8350386","8369829","8397804","8436489","8492964","8558835","8617375","8668067","8718561","8780745","8826939","8840998","8846062","8850974","8857874","8872109","8895960","8924958","8958229","8993531","9029572","9080505","9148092","9219637","9298515","9378126","9449213","9519374","9600379","9696110","9799186","9923085","10057698","10183175"
Sweden,"SWE","Population, male","SP.POP.TOTL.MA.IN","3733198","3751492","3773092","3795380","3824801","3861815","3899462","3930082","3952428","3979808","4015732","4041051","4049717","4052839","4060635","4073026","4084465","4095905","4104967","4111067","4116463","4118282","4117482","4116409","4117798","4123069","4132074","4146113","4165967","4194722","4227935","4257253","4282520","4307573","4338418","4361478","4368790","4371768","4374858","4379212","4387548","4400990","4417335","4436188","4456489","4477600","4506575","4544223","4584071","4627539","4671177","4710289","4748680","4792299","4843205","4897811","4962865","5033284","5099099"
Sweden,"SWE","Population, female","SP.POP.TOTL.FE.IN","3751458","3768506","3788496","3808948","3836553","3872038","3908335","3937849","3959845","3988264","4027069","4057283","4072583","4083473","4099320","4119411","4137821","4155635","4170632","4182611","4194068","4202221","4207781","4212624","4218807","4227317","4237755","4251691","4270522","4298242","4330900","4360122","4385547","4410988","4442327","4465461","4472208","4474294","4476116","4478662","4484561","4494970","4507623","4522041","4537042","4551972","4573930","4603869","4635566","4670976","4706949","4738924","4770694","4808080","4852905","4901375","4960220","5024414","5084076"
Sweden,"SWE","Life expectancy at birth, total (years)","SP.DYN.LE00.IN","73.0056097560976","73.4743902439024","73.3504878048781","73.5553658536585","73.7331707317073","73.8617073170732","74.0785365853659","74.1224390243903","73.9729268292683","74.0848780487805","74.6492682926829","74.6239024390244","74.7180487804878","74.8673170731707","74.9804878048781","74.9846341463415","74.9692682926829","75.379756097561","75.4690243902439","75.5241463414634","75.7409756097561","76.0260975609756","76.3273170731707","76.5517073170732","76.8158536585366","76.6678048780488","76.9312195121951","77.0921951219512","76.9792682926829","77.7268292682927","77.5368292682927","77.6668292682927","77.9987804878049","78.0604878048781","78.650243902439","78.7404878048781","78.9590243902439","79.1975609756098","79.3390243902439","79.4414634146342","79.6439024390244","79.7951219512195","79.8463414634146","80.0951219512195","80.4975609756098","80.5463414634146","80.7487804878049","80.9","81.1","81.3512195121951","81.4512195121951","81.8024390243903","81.7048780487805","81.9560975609756","82.2536585365854","82.2048780487805","82.3073170731707","82.3073170731707",""
Switzerland,"CHE","GDP per capita (current US$)","NY.GDP.PCAP.CD","1787.36034770201","1971.31632279228","2131.39165159983","2294.18284731738","2501.29318996377","2620.475547353","2784.73354771646","2960.72258588384","3121.8890308772","3344.78360254639","3927.28653324065","4694.71716251561","5714.34089749759","7628.39646633269","8743.99272311147","10028.9871880082","10550.3008915458","11306.4244791824","15810.6298511725","17736.5534111237","18832.1967194448","17153.4013163127","17478.6557926331","17341.994875673","16499.1469305493","16655.3373919475","23751.4495170998","29558.8954776765","31743.6529122682","30401.8924810513","38428.3855023167","38399.2106118525","39534.5419972169","38100.736729035","41843.7568835613","48662.4397737883","46676.850944168","40417.9622817609","41497.2026053116","40581.3070515572","37868.3230595798","38538.9900530944","41376.3939853959","48087.5831393144","53340.147655778","54952.6737181498","57579.5019538092","63555.2374995504","72487.8459296849","69927.4687701171","74605.7210207051","88415.6280609527","83538.2300783858","85112.4643984141","86605.5633762421","82081.5971239792","80037.5030399055","80333.4449447719","82838.9294445761"
Switzerland,"CHE","Population, total","SP.POP.TOTL","5327827","5434294","5573815","5694247","5789228","5856472","5918002","5991785","6067714","6136387","6180877","6213399","6260956","6307347","6341405","6338632","6302504","6281174","6281738","6294365","6319408","6354074","6391309","6418773","6441865","6470365","6504124","6545106","6593386","6646912","6715519","6799978","6875364","6938265","6993795","7040687","7071850","7088906","7110001","7143991","7184250","7229854","7284753","7339001","7389625","7437115","7483934","7551117","7647675","7743831","7824909","7912398","7996861","8089346","8188649","8282396","8373338","8451840","8516543"
Switzerland,"CHE","Population, male","SP.POP.TOTL.MA.IN","2580714","2634780","2705288","2766818","2816044","2851658","2884368","2922911","2962166","2997284","3019809","3035632","3058041","3079294","3094206","3091048","3071556","3059231","3057740","3062540","3074027","3090938","3109795","3124405","3137095","3152410","3170239","3191567","3216370","3243584","3277968","3319861","3357102","3388076","3415348","3438373","3453728","3462227","3472765","3489693","3509827","3532690","3560269","3587920","3614448","3640276","3666645","3703751","3755812","3807911","3852549","3900234","3946311","3996107","4048932","4098592","4146377","4187523","4221478"
